"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1901293","nucleoside phosphate biosynthetic process","121/4770","295/18888",0.410169491525424,1.62416799914721,6.28046591582061,1.70352213123903e-09,2.11203341878909e-07,1.5839767185205e-07,"NDUFAB1/SLC25A13/NADK/RRM2B/GUCY1B1/SPHK2/PDK3/ACSL4/VPS9D1/NMRK2/CAD/NDUFB2/DLD/TREM2/ACOT7/ATP5F1D/NDUFB7/TECR/MTHFD1/GUCY2F/TAFAZZIN/MLYCD/NME4/ANTKMT/QPRT/ACSBG1/TGFB1/NAMPT/NMRK1/AK1/LIPA/PDHX/NDUFS8/ATP5F1B/NDUFS7/KYNU/ATP5PB/SDHB/ELOVL3/ATP5F1E/PANK2/PAICS/PPAT/NDUFA5/DUT/NDUFA10/ACSS2/IDO1/PDHA1/AMPD3/CMPK2/ATP5MC2/ADCY3/ATIC/PARP9/PARP16/PPCDC/NME7/MPC2/SDHC/NDUFS6/NDUFB9/ATPSCKMT/DLAT/ACSL1/ATP5F1A/ATP5MC3/ATP5PF/ACSS1/ADCY8/ADK/ATP5MJ/ATP5MC1/NDUFV3/PRPSAP1/ADCY9/AK4/HAAO/GUCY1A1/ELOVL7/ADCY1/NDUFB6/STOML2/ATP5F1C/AK8/HACD1/COX11/NNMT/NDUFV1/TK1/DTYMK/NDUFS5/ATP5ME/NPR1/CTPS1/RRM2/TYMS/IMPDH2/PARP10/PFAS/ADSS1/ATP6V0C/IDO2/ADA/UCKL1/ND2/ND5/ND4/ND1/ATP6/APRT/SDHD/UQCC3/ND4L/NDUFS3/ATP8/NME1/ATP5MF/ATP5PO/NME2/ACACA",121
"GO:0009165","nucleotide biosynthetic process","120/4770","293/18888",0.409556313993174,1.621739970378,6.23445648321268,2.2098558557376e-09,2.68709972612093e-07,2.01526328544492e-07,"NDUFAB1/SLC25A13/NADK/RRM2B/GUCY1B1/SPHK2/PDK3/ACSL4/VPS9D1/NMRK2/CAD/NDUFB2/DLD/TREM2/ACOT7/ATP5F1D/NDUFB7/TECR/MTHFD1/GUCY2F/TAFAZZIN/MLYCD/NME4/ANTKMT/QPRT/ACSBG1/TGFB1/NAMPT/NMRK1/AK1/LIPA/PDHX/NDUFS8/ATP5F1B/NDUFS7/KYNU/ATP5PB/SDHB/ELOVL3/ATP5F1E/PANK2/PAICS/PPAT/NDUFA5/DUT/NDUFA10/ACSS2/IDO1/PDHA1/AMPD3/CMPK2/ATP5MC2/ADCY3/ATIC/PARP9/PARP16/PPCDC/NME7/MPC2/SDHC/NDUFS6/NDUFB9/ATPSCKMT/DLAT/ACSL1/ATP5F1A/ATP5MC3/ATP5PF/ACSS1/ADCY8/ADK/ATP5MJ/ATP5MC1/NDUFV3/PRPSAP1/ADCY9/AK4/HAAO/GUCY1A1/ELOVL7/ADCY1/NDUFB6/STOML2/ATP5F1C/AK8/HACD1/COX11/NNMT/NDUFV1/DTYMK/NDUFS5/ATP5ME/NPR1/CTPS1/RRM2/TYMS/IMPDH2/PARP10/PFAS/ADSS1/ATP6V0C/IDO2/ADA/UCKL1/ND2/ND5/ND4/ND1/ATP6/APRT/SDHD/UQCC3/ND4L/NDUFS3/ATP8/NME1/ATP5MF/ATP5PO/NME2/ACACA",120
"GO:1903557","positive regulation of tumor necrosis factor superfamily cytokine production","58/4770","113/18888",0.513274336283186,2.03243724606223,6.39833542200872,2.31674942092278e-09,2.7639257714141e-07,2.07288106082564e-07,"SPHK2/CD84/FCGR2B/PSEN1/PTPRC/OAS1/JAK2/DDT/PYCARD/RIPK2/TGFB1/NOD1/HSPB1/RIGI/IL23A/OAS3/OAS2/IL12B/CD86/WNT5A/IL1A/IFIH1/ARHGEF2/CLU/TNFRSF8/TWIST1/ARFGEF2/TICAM1/LBP/AKAP12/EPHB2/HAVCR2/CD36/IL6/RIPK1/TLR2/THBS1/FCGR2A/PIK3R1/PTPRJ/ADAM8/TLR3/SYK/NOD2/STAT3/PTAFR/CD14/RASGRP1/CCL19/MYD88/LPL/TMEM106A/LILRA5/CARD9/LRRK2/ARID5A/SPN/FCGR3A",58
"GO:0140895","cell surface toll-like receptor signaling pathway","42/4770","72/18888",0.583333333333333,2.30985324947589,6.47260834385022,2.52219607330171e-09,2.85568862698978e-07,2.14170110200671e-07,"TNIP3/IFI35/OAS1/TREM2/NFKBIA/ACOD1/RIPK2/TAX1BP1/NAGLU/TNFAIP3/TRIM32/NMI/IRF3/TICAM1/LBP/ECSIT/TRAF3/NINJ1/IRAK2/APPL2/TLR2/PIK3R1/MFHAS1/PIK3AP1/APPL1/SQSTM1/NOD2/TNIP2/CD14/PRKCE/TMEM126A/MYD88/RELA/TBK1/IRAK1/ZNRF1/PELI1/IRAK4/TICAM2/LYN/TRIL/RAB7B",42
"GO:0030098","lymphocyte differentiation","164/4770","432/18888",0.37962962962963,1.50323782902399,6.15035881796396,2.54299024673311e-09,2.85568862698978e-07,2.14170110200671e-07,"SLC25A5/ST3GAL1/RUNX3/NCAPH2/HDAC9/TNFRSF9/ARID1B/RC3H2/TRAF3IP2/PRDM1/AP3D1/SMARCD1/BCL3/RORA/TCF3/FCGR2B/NFATC3/FOSL2/TPD52/IL4R/ITM2A/PTPRC/CYLD/LAG3/MSH2/IL12RB1/MFNG/PATZ1/FBXO7/EP300/TNFSF13B/DNAJA3/RIPK2/IL7/RELB/LYL1/IL4I1/TGFB1/JAK3/CDK6/EZH2/SHB/VSIR/LIPA/ZMIZ1/KAT2A/CRTAM/MDK/AMBRA1/TCIRG1/IL23A/ITFG2/PTPN6/IL12B/CD86/FOXP1/IL1A/RPL22/SLAMF1/ARID1A/KMT2A/FOXO3/SLC46A2/EGR1/CD80/FLT3/LY9/INHBA/PREX1/PCK1/BTN2A2/SOX4/RUNX2/IRF1/IL1B/TNFSF9/PCID2/CCR7/DLL4/LILRB2/NOTCH2/RSAD2/IL2RA/IL15RA/ANXA1/CTSL/DTX1/IL6/ACTL6A/HLX/LRRC8A/IRF4/STAT4/LMBR1L/ARMC5/BRD4/DUSP10/ITPKB/SOX13/ZC3H8/NFKBIZ/PIK3R1/PTPRJ/IL18/ADAM8/ADAM17/ZFP36L2/HHEX/MR1/CMTM7/CEBPG/SH3RF1/FZD7/BATF/MMP14/BRAF/FCER1G/RUNX1/IL6R/JAK1/NLRP3/SLAMF6/ZC3H12A/IL15/SYK/NFIL3/TSC1/BRD7/RAG1/CLEC4E/CLEC4D/B2M/PRDX2/CTNNB1/RHOH/STAT3/IL7R/GPR183/JUNB/CHD7/PTGER4/RASGRP1/CCL19/SMARCC1/STAT5B/PTPN2/CLCF1/CD19/FUT7/ASCL2/SOCS3/JAG2/SOCS1/FANCA/ARID2/PAX5/SEMA4A/ADA/IL27/SPN/DLL1/NFAM1/PRKDC/PIK3R6",164
"GO:0097191","extrinsic apoptotic signaling pathway","99/4770","230/18888",0.430434782608696,1.70441345365053,6.24759842195476,2.56222209500302e-09,2.85568862698978e-07,2.14170110200671e-07,"GCLC/CASP10/CFLAR/TNFRSF12A/ZMYND11/BID/HGF/GCLM/FAS/CTNNA1/TRAF1/CASP8/EYA2/SP100/TNFRSF1A/FGFR1/PTPRC/DELE1/CYLD/ICAM1/ITGA6/RFFL/JAK2/STK4/TRADD/PYCARD/STX4/IL7/TGFB1/PPP2R1A/TGFBR1/UNC5B/RPS6KB1/EYA4/IL1A/ACVR1/HTRA2/ARHGEF2/TNFAIP3/FOXO3/TNFSF10/INHBA/G0S2/IL1B/CD70/RBCK1/IFI6/TRAF2/BCL2L2/LGALS3/RAF1/FAIM2/ACVR1B/SKIL/RIPK1/YAP1/THBS1/ITGAV/PML/NOL3/SMAD4/PMAIP1/MCL1/NFKBIZ/PIK3R1/PHIP/TCF7L2/ITPRIP/BAG3/BCL2L11/SH3RF1/DEPTOR/EYA3/FAIM/DEDD/DEDD2/IL6R/TLR3/GPER1/IFI27/SMAD3/PRDX2/TMC8/FEM1B/CRADD/RNF34/BCL2L1/PPP1CA/RELA/BOK/SIAH2/CIB1/FAF1/NF1/DAPK1/MLLT11/DDX3X/GPX1/TNFSF12",99
"GO:0046390","ribose phosphate biosynthetic process","100/4770","233/18888",0.429184549356223,1.69946284449483,6.24452019427279,2.57431997055856e-09,2.85568862698978e-07,2.14170110200671e-07,"NDUFAB1/SLC25A13/GUCY1B1/SPHK2/PDK3/ACSL4/VPS9D1/CAD/NDUFB2/DLD/TREM2/ACOT7/ATP5F1D/NDUFB7/TECR/MTHFD1/GUCY2F/TAFAZZIN/MLYCD/NME4/ANTKMT/ACSBG1/TGFB1/AK1/LIPA/PDHX/NDUFS8/ATP5F1B/NDUFS7/ATP5PB/SDHB/ELOVL3/ATP5F1E/PANK2/PAICS/PPAT/NDUFA5/NDUFA10/ACSS2/PDHA1/AMPD3/ATP5MC2/ADCY3/ATIC/PPCDC/NME7/MPC2/SDHC/NDUFS6/NDUFB9/ATPSCKMT/DLAT/ACSL1/ATP5F1A/ATP5MC3/ATP5PF/ACSS1/ADCY8/ADK/ATP5MJ/ATP5MC1/NDUFV3/PRPSAP1/ADCY9/AK4/GUCY1A1/ELOVL7/ADCY1/NDUFB6/STOML2/ATP5F1C/HACD1/COX11/NDUFV1/NDUFS5/ATP5ME/NPR1/CTPS1/IMPDH2/PFAS/ADSS1/ATP6V0C/ADA/UCKL1/ND2/ND5/ND4/ND1/ATP6/APRT/SDHD/UQCC3/ND4L/NDUFS3/ATP8/NME1/ATP5MF/ATP5PO/NME2/ACACA",100
"GO:1903039","positive regulation of leukocyte cell-cell adhesion","114/4770","277/18888",0.411552346570397,1.62964375723725,6.13626381215078,3.96778566985614e-09,4.27358185730369e-07,3.20508856840992e-07,"FYN/RUNX3/CD44/ARID1B/AP3D1/SMARCD1/NCK2/IL4R/PTPRC/CYLD/CD209/EFNB1/JAK2/IL12RB1/TNFSF13B/NFAT5/DNAJA3/PYCARD/CD276/RIPK2/IL7/IL4I1/LILRB1/RASAL3/EBI3/TYK2/DOCK8/SHB/VSIR/MAP3K8/ZMIZ1/CCL2/MDK/AMBRA1/IL23A/PTPN6/IL12B/CD86/HES1/IL1A/SLAMF1/ARID1A/FOXO3/NR4A3/GPAM/CD274/HSPH1/CD80/PCK1/BTN2A2/SOX4/IL1B/TNFSF9/CD70/TNFSF14/CCR7/LILRB2/FLOT2/IL6ST/IL2RA/ETS1/ANXA1/HAVCR2/IL6/ACTL6A/HLX/SLC7A1/BRD4/ABL2/DUSP10/ITPKB/SOX13/HSPD1/NFKBIZ/IL18/ADAM8/NCK1/RUNX1/TNFRSF13C/NLRP3/IL15/SYK/BRD7/RAG1/B2M/NOD2/RHOH/IL7R/PTAFR/RASGRP1/CCL19/RELA/SMARCC1/STAT5B/CHST2/FUT7/IRAK1/GP1BA/SOCS1/GCNT1/ZP3/ARID2/CD55/FUT4/CD47/ADA/SPN/PDCD1LG2/SIRPA/HLA-A/HLA-DOB/LYN/CCL5/PIK3R6",114
"GO:0050867","positive regulation of cell activation","147/4770","380/18888",0.386842105263158,1.53179741807349,6.08712707591751,3.98768511119592e-09,4.27358185730369e-07,3.20508856840992e-07,"CD38/FYN/RUNX3/STAP1/ARID1B/SPHK2/AP3D1/SMARCD1/NCK2/IL4R/PTPRC/CYLD/CD209/EFNB1/MSH2/TREM2/JAK2/IL12RB1/TNFSF13B/DNAJA3/PYCARD/CD276/RIPK2/IL7/IL4I1/LILRB1/RASAL3/EBI3/TGFB1/TYK2/HAMP/DOCK8/SHB/VSIR/MAP3K8/ZMIZ1/CCL2/NSD2/MDK/AMBRA1/IL23A/PTPN6/IL12B/PRLR/CD86/WNT5A/HES1/IL1A/PLEK/SLAMF1/ARID1A/FOXO3/NR4A3/GPAM/CD274/HSPH1/CD80/SHLD2/PCK1/BTN2A2/SOX4/IL1B/TNFSF9/CD70/TNFSF14/PCID2/CCR7/TICAM1/LBP/NECTIN2/LILRB2/FLOT2/EPHB2/KMT5C/IL6ST/IL2RA/IL15RA/ANXA1/HAVCR2/IL6/ACTL6A/HLX/THBS1/SLC7A1/BRD4/ABL2/DUSP10/ITPKB/SOX13/HSPD1/NFKBIZ/TSLP/CD226/IL18/ADAM8/MMP14/NCK1/RUNX1/TNFRSF13C/NLRP3/IL15/SYK/BRD7/RAG1/CLEC4D/B2M/NOD2/RHOH/IL7R/TNIP2/GPR183/RASGRP1/CCL19/MYD88/SMARCC1/STAT5B/CLCF1/TAFA3/GP1BA/SOCS1/TNFRSF4/LILRA5/ZP3/LRRK2/ARID2/BLOC1S3/CD55/CD47/ADA/FLNA/SLC39A10/PELI1/SPN/PDCD1LG2/SIRPA/FCGR3A/PLPP6/HLA-A/IRGM/HLA-DOB/TICAM2/CEBPA/PRKDC/LYN/CCL5/PIK3R6/CRLF2",147
"GO:0032760","positive regulation of tumor necrosis factor production","56/4770","109/18888",0.513761467889908,2.03436616467601,6.29514031503284,4.15924707546125e-09,4.38315320969024e-07,3.28726457455314e-07,"SPHK2/CD84/FCGR2B/PSEN1/PTPRC/OAS1/JAK2/DDT/PYCARD/RIPK2/TGFB1/NOD1/HSPB1/RIGI/IL23A/OAS3/OAS2/IL12B/WNT5A/IL1A/IFIH1/ARHGEF2/CLU/TNFRSF8/TWIST1/ARFGEF2/TICAM1/LBP/AKAP12/EPHB2/HAVCR2/CD36/IL6/RIPK1/TLR2/THBS1/FCGR2A/PIK3R1/PTPRJ/TLR3/SYK/NOD2/STAT3/PTAFR/CD14/RASGRP1/CCL19/MYD88/LPL/TMEM106A/LILRA5/CARD9/LRRK2/ARID5A/SPN/FCGR3A",56
"GO:0019693","ribose phosphate metabolic process","178/4770","480/18888",0.370833333333333,1.46840670859539,6.04219188454063,4.26645675142856e-09,4.42242721955456e-07,3.31671918294835e-07,"NDUFAB1/SLC25A13/CROT/NADK/CTNS/GUCY1B1/SPHK2/PDE4A/PDK3/ACSL4/RORA/VPS9D1/NT5C2/TIGAR/PSEN1/MAGI3/CAD/NDUFB2/DLD/TREM2/ACOT7/ATP5F1D/NDUFB7/TECR/UPB1/GTPBP1/TSPO/EP300/HIF1A/MTHFD1/GUCY2F/TAFAZZIN/HTR2A/MLYCD/NME4/ANTKMT/ACSBG1/TGFB1/AK1/LIPA/GALK1/ALDOC/HSPA8/PDHX/NDUFS8/MVK/ATP5F1B/RAB23/HMGCR/PDE4D/ABHD14B/NDUFS7/ATP5PB/SDHB/TJP2/ACOT2/ELOVL3/GPAM/ACOT9/PFKFB2/ATP5F1E/MCEE/PANK2/ITPA/PAICS/PPAT/NDUFA5/CBFA2T3/NDUFA10/ACSS2/PDHA1/MCCC2/RAN/PRKAA1/AMPD3/NT5E/ATP5MC2/SUCLA2/ADCY3/ATIC/PPCDC/EFL1/NUDT7/FOXK2/ATP1B1/NME7/MPC2/SDHC/NDUFS6/NDUFB9/SLC25A25/GLYAT/ATPSCKMT/DLAT/ACSL1/ATP5F1A/ATP5MC3/ATP5PF/ACSS1/LRGUK/ADCY8/ADK/ATP5MJ/GPAT4/ATP5MC1/ADPGK/HK2/PDE9A/NDUFV3/HK3/PRPSAP1/JMJD8/ADCY9/ACOT11/AK4/PMVK/SUCLG1/GUCY1A1/ELOVL7/ADCY1/FBP1/NDUFB6/STOML2/NUDT5/ATP5F1C/HACD1/COX11/GPD1/NDUFV1/NUDT8/MLST8/DDIT4/STAT3/NDUFS5/ATP5ME/NPR1/CTPS1/BPGM/ACOT4/IMPDH2/PFAS/GIMAP7/PIPOX/FKRP/ACSM5/PDE4B/ADSS1/ATP6V0C/LRRK2/ADA/ENTPD4/FITM2/SHPK/FAR1/UCKL1/ND2/ND5/OPA1/ND4/ND1/ATP6/APRT/SDHD/UQCC3/ND4L/ARL2/NDUFS3/TREX1/NUDT19/FIS1/ATP8/NME1/ATP5MF/ATP5PO/NME2/NUDT3/ACACA/PDE8B",178
"GO:0071346","cellular response to type II interferon","60/4770","120/18888",0.5,1.97987421383648,6.25901576662647,4.55795406930588e-09,4.64837799680985e-07,3.48617709375603e-07,"WAS/SP100/EDN1/JAK2/IL12RB1/HCK/ACOD1/CCL17/STX4/TYK2/RPS6KB1/CCL7/CCL2/CCL8/CCL1/IL12B/WNT5A/CCL20/STAT1/STXBP3/CD58/GBP3/GBP1/IRF1/ASS1/RAF1/PPARG/SYNCRIP/EPRS1/TLR2/CASP1/PARP9/NLRC5/GSN/CDC42EP2/VPS26B/GBP5/IFNGR2/JAK1/GBP2/GBP4/TLR3/CCL19/RAB43/PARP14/PTPN2/CDC42EP4/CCL13/DAPK1/CD47/SIRPA/GBP7/SLC26A6/IRGM/MRC1/CCL5/CCL23/CCL4/CCL15/RAB7B",60
"GO:0015986","proton motive force-driven ATP synthesis","43/4770","76/18888",0.565789473684211,2.24038397881496,6.29795495535355,5.95208724750699e-09,5.97381708983916e-07,4.4802260735203e-07,"NDUFAB1/VPS9D1/NDUFB2/ATP5F1D/NDUFB7/ANTKMT/NDUFS8/ATP5F1B/NDUFS7/ATP5PB/SDHB/ATP5F1E/NDUFA5/NDUFA10/ATP5MC2/SDHC/NDUFS6/NDUFB9/ATPSCKMT/ATP5F1A/ATP5MC3/ATP5PF/ATP5MJ/ATP5MC1/NDUFV3/NDUFB6/STOML2/ATP5F1C/NDUFV1/NDUFS5/ATP5ME/ATP6V0C/ND2/ND5/ND4/ND1/ATP6/SDHD/ND4L/NDUFS3/ATP8/ATP5MF/ATP5PO",43
"GO:0009201","ribonucleoside triphosphate biosynthetic process","59/4770","118/18888",0.5,1.97987421383648,6.20630746802494,6.11088750081249e-09,6.03736588556834e-07,4.52788621565136e-07,"NDUFAB1/SLC25A13/SPHK2/VPS9D1/CAD/NDUFB2/TREM2/ATP5F1D/NDUFB7/TAFAZZIN/NME4/ANTKMT/TGFB1/LIPA/NDUFS8/ATP5F1B/NDUFS7/ATP5PB/SDHB/ATP5F1E/NDUFA5/NDUFA10/ATP5MC2/NME7/SDHC/NDUFS6/NDUFB9/ATPSCKMT/ATP5F1A/ATP5MC3/ATP5PF/ATP5MJ/ATP5MC1/NDUFV3/NDUFB6/STOML2/ATP5F1C/COX11/NDUFV1/NDUFS5/ATP5ME/CTPS1/IMPDH2/ATP6V0C/UCKL1/ND2/ND5/ND4/ND1/ATP6/SDHD/UQCC3/ND4L/NDUFS3/ATP8/NME1/ATP5MF/ATP5PO/NME2",59
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","140/4770","360/18888",0.388888888888889,1.53990216631726,6.01182237288447,6.26395853744508e-09,6.09338612804081e-07,4.56990011517248e-07,"FGR/CD38/CREBBP/FYN/CD22/BTN3A1/PRKCH/STAP1/LCP2/TNIP3/BCAR1/PHPT1/RC3H2/IFI35/EIF2B3/FCGR2B/FOSL2/PSEN1/PTPRC/CYLD/OAS1/SPG21/RNF31/TREM2/EP300/NFKBIA/CD40/HCK/ACOD1/CD276/RIPK2/KCNN4/LILRB1/PRKD2/TAX1BP1/LIMK1/SHB/LIPA/NAGLU/NFKB1/PTPN6/BTN3A3/DUSP22/PDE4D/FOXP1/GBP1/RAB29/TNFAIP3/TRIM32/NR4A3/ELF1/NMI/PLCG1/BTN2A2/RBCK1/FFAR2/CCR7/IRF3/TICAM1/PLD2/LBP/ECSIT/NECTIN2/THEMIS2/LILRB2/TRAF3/RFTN1/NINJ1/LGALS3/PRAM1/IRAK2/APPL2/MYO1G/TLR2/NFKBIZ/PIK3R1/TNFRSF21/MFHAS1/PTPRJ/CD226/PIK3AP1/APPL1/BRAF/SPPL3/FCER1G/VAV2/SQSTM1/FCMR/ZC3H12A/PRKCD/ERMAP/SYK/STOML2/PRKCB/CLEC4E/CLEC4D/NOD2/CACNB3/TNIP2/ITGAM/CD14/FPR2/FPR1/PRKCE/TMEM126A/C3AR1/MYD88/RELA/CMKLR1/HRAS/PTPN2/CD19/GRB2/TBK1/IRAK1/PDE4B/ZNRF1/BTN3A2/FPR3/PLSCR1/CD47/ADA/SLC39A10/PELI1/IRAK4/CD2AP/CD247/FCGR3A/PLPP4/CLEC6A/HLA-A/IGKC/TRGC1/TRGC2/NFAM1/TICAM2/LYN/TRIL/RAB7B/TRAC",140
"GO:0007007","inner mitochondrial membrane organization","29/4770","43/18888",0.674418604651163,2.67052800936083,6.37446894311592,7.0089011822412e-09,6.71473972353199e-07,5.0359010886757e-07,"AGK/DNAJC11/ADCK1/BCS1L/TIMM13/SAMM50/TIMM9/TAFAZZIN/TIMM8A/MTX2/TIMM10B/IMMT/TIMM10/AFG3L2/TOMM70/APOOL/OXA1L/CHCHD6/COX18/SLC25A46/LETM1/MTX1/MICOS10/MICOS13/TIMM22/APOO/OPA1/UQCC3/CHCHD10",29
"GO:0022407","regulation of cell-cell adhesion","182/4770","496/18888",0.366935483870968,1.45297220531548,5.94226484447242,7.19268325506948e-09,6.76355016792845e-07,5.07250780467594e-07,"MAD1L1/CD9/HFE/FYN/PLAUR/RUNX3/CD44/ARID1B/RC3H2/PTPRU/TSPAN32/AP3D1/SMARCD1/NCK2/IL4R/ARG2/PTPRC/CYLD/FXYD5/LAG3/CD209/EFNB1/JAK2/IL12RB1/TNFSF13B/RGCC/NFAT5/PIEZO1/DNAJA3/PYCARD/CD276/TJP1/RIPK2/IL7/IL4I1/LILRB1/RASAL3/EBI3/TGFB1/TYK2/JAK3/DOCK8/SHB/CXCL12/VSIR/GTPBP4/MAP3K8/ZMIZ1/CCL2/CRTAM/MDK/AMBRA1/IL23A/SH2B3/PTPN6/RIPOR2/MDGA1/DUSP22/VEGFA/IL12B/CD86/WNT5A/HES1/IL1A/SLAMF1/ARID1A/FOXO3/NR4A3/GPAM/CD274/HSPH1/CD80/PCK1/BTN2A2/SOX4/IRF1/IL1B/TNFSF9/CD70/TNFSF14/BMP2/CCR7/ADORA2A/PODXL/AFDN/ASS1/LILRB2/IDO1/LGALS3/FLOT2/IL6ST/IL2RA/ETS1/ANXA1/ADAM19/HAVCR2/DTX1/GPNMB/IL6/ACTL6A/MARCHF7/HLX/LRRC32/RDX/SLC7A1/TMX1/MINK1/BRD4/ILDR2/ABL2/DUSP10/ITPKB/SOX13/ZC3H8/HSPD1/NFKBIZ/MYO10/TNFRSF21/IL18/ADAM8/BMP6/UBASH3B/PRKCA/MIA3/CXCL13/NCK1/RUNX1/TNFRSF13C/JAK1/PDPN/NLRP3/ZC3H12A/PRKCD/IL15/CASP3/SYK/BRD7/RAG1/B2M/NOD2/SPINT2/PRDX2/RHOH/IL7R/PTAFR/CEBPB/RASGRP1/CCL19/RELA/SMARCC1/STAT5B/C1QTNF1/DENND6A/CHST2/PTPN2/MYADM/FUT7/ASCL2/ZNF703/IRAK1/EFNA5/GP1BA/SOCS1/PRKG1/NF2/GCNT1/ZP3/ARID2/CD55/FUT4/CD47/ADA/PELI1/SPN/PDCD1LG2/MBP/SIRPA/HLA-A/HLA-DOB/LYN/CCL5/PIK3R6",182
"GO:0009145","purine nucleoside triphosphate biosynthetic process","57/4770","113/18888",0.504424778761062,1.99739522457839,6.18116909236114,7.27378477651644e-09,6.76355016792845e-07,5.07250780467594e-07,"NDUFAB1/SLC25A13/SPHK2/VPS9D1/NDUFB2/TREM2/ATP5F1D/NDUFB7/TAFAZZIN/NME4/ANTKMT/TGFB1/LIPA/NDUFS8/ATP5F1B/NDUFS7/ATP5PB/SDHB/ATP5F1E/NDUFA5/NDUFA10/ATP5MC2/NME7/SDHC/NDUFS6/NDUFB9/ATPSCKMT/ATP5F1A/ATP5MC3/ATP5PF/ADK/ATP5MJ/ATP5MC1/NDUFV3/NDUFB6/STOML2/ATP5F1C/COX11/NDUFV1/NDUFS5/ATP5ME/IMPDH2/ATP6V0C/ND2/ND5/ND4/ND1/ATP6/SDHD/UQCC3/ND4L/NDUFS3/ATP8/NME1/ATP5MF/ATP5PO/NME2",57
"GO:0071222","cellular response to lipopolysaccharide","96/4770","225/18888",0.426666666666667,1.68949266247379,6.04761688241503,7.64133130825543e-09,7.00233882059407e-07,5.25159382817555e-07,"UPF1/PAF1/STAP1/TNIP3/SBNO2/SCARB1/CXCL2/CHMP5/IRAK3/JAK2/TSPO/NFKBIA/CD40/HCK/ACOD1/SLC7A5/PYCARD/RIPK2/LILRB1/CSF3/CCL2/NFKB1/LY86/IL12B/CD86/WNT5A/PLSCR4/IL1A/GBP3/TNFAIP3/CD274/CD80/CXCL6/IL1B/IRF3/TICAM1/LBP/ASS1/LILRB2/TRIM5/EPHB2/CD180/IRAK2/CMPK2/HAVCR2/CD36/CDK4/IL6/IL36G/TLR2/CASP1/HADHB/CXCL9/NFKBIZ/TNIP1/TRIM41/ANKRD1/BMP6/PRKCA/GBP5/CXCL13/CCR5/GBP2/NLRP3/CXCL3/CXCL5/CXCL1/ZC3H12A/ABCA1/CASP7/NOD2/PRDX2/TNIP2/CXCL10/CXCL11/PTAFR/CXCL8/CD14/PRKCE/MYD88/RELA/PPM1E/IRAK1/PDE4B/SIGIRR/CD55/ARID5A/SHPK/PDCD1LG2/IRAK4/SIRPA/CARD16/IRGM/TICAM2/LYN/MRC1",96
"GO:0046631","alpha-beta T cell activation","81/4770","181/18888",0.447513812154696,1.77204211404149,6.06641750939814,8.41128301097201e-09,7.59779178262515e-07,5.698169919463e-07,"HFE/RUNX3/RC3H2/PRDM1/AP3D1/BCL3/RORA/FOSL2/IL4R/ARG2/PTPRC/JAK2/IL12RB1/ELF4/RIPK2/RELB/LILRB1/RASAL3/EBI3/NKG7/TYK2/JAK3/SHB/VSIR/CRTAM/TCIRG1/IL23A/IL12B/CD86/FOXP1/RPL22/KMT2A/CD274/HSPH1/CD80/LY9/IRF1/ADORA2A/WDFY4/RSAD2/IL2RA/ANXA1/CTSL/IL6/HLX/IRF4/STAT4/ARMC5/BRD4/ITPKB/NFKBIZ/IL18/SH3RF1/BATF/BRAF/RUNX1/IL6R/JAK1/NLRP3/SLAMF6/ZC3H12A/IL15/SYK/STOML2/STAT3/GPR183/JUNB/PTGER4/CCL19/FUT7/ASCL2/SOCS3/SOCS1/SEMA4A/CD55/ADA/IL27/SPN/CD247/HLA-A/TRAC",81
